Namespace(L1Loss=True, batch_size=4, buildA_true=True, clip=5, conv_channels=16, data='./data/electricity.txt', device='cuda:0', dilation_exponential=2, dropout=0.3, end_channels=64, epochs=30, gcn_depth=2, gcn_true=True, horizon=3, in_dim=1, layers=5, log_interval=2000, lr=0.0001, node_dim=40, normalize=2, num_nodes=321, num_split=1, optim='adam', propalpha=0.05, residual_channels=16, save='./models/model-electricity-3.pt', seq_in_len=168, seq_out_len=1, skip_channels=32, step_size=100, subgraph_size=20, tanhalpha=3, weight_decay=1e-05)
The recpetive field size is 187
Number of model parameters is 362385
begin training
iter:  0 | loss: 1860.391
iter:100 | loss: 424.127
iter:200 | loss: 466.066
iter:300 | loss: 381.595
iter:400 | loss: 215.805
iter:500 | loss: 262.050
iter:600 | loss: 327.973
iter:700 | loss: 369.448
iter:800 | loss: 210.651
iter:900 | loss: 263.337
iter:1000 | loss: 427.350
iter:1100 | loss: 212.097
iter:1200 | loss: 257.929
iter:1300 | loss: 153.985
iter:1400 | loss: 181.425
iter:1500 | loss: 286.315
iter:1600 | loss: 191.895
iter:1700 | loss: 151.014
iter:1800 | loss: 189.318
iter:1900 | loss: 266.137
iter:2000 | loss: 158.651
iter:2100 | loss: 270.315
iter:2200 | loss: 210.450
iter:2300 | loss: 211.279
iter:2400 | loss: 190.530
iter:2500 | loss: 176.365
iter:2600 | loss: 179.319
iter:2700 | loss: 190.562
iter:2800 | loss: 235.207
iter:2900 | loss: 185.838
iter:3000 | loss: 238.726
iter:3100 | loss: 160.001
iter:3200 | loss: 188.269
iter:3300 | loss: 193.547
iter:3400 | loss: 157.881
iter:3500 | loss: 194.815
iter:3600 | loss: 139.135
iter:3700 | loss: 265.037
iter:3800 | loss: 155.628
iter:3900 | loss: 264.601
| end of epoch   1 | time: 850.74s | train_loss 247.7759 | valid rse 0.0589 | valid rae 0.0424 | valid corr  0.9214
iter:  0 | loss: 195.302
iter:100 | loss: 134.885
iter:200 | loss: 267.379
iter:300 | loss: 254.704
iter:400 | loss: 212.722
iter:500 | loss: 219.508
iter:600 | loss: 131.462
iter:700 | loss: 209.033
iter:800 | loss: 131.104
iter:900 | loss: 172.938
iter:1000 | loss: 171.509
iter:1100 | loss: 145.708
iter:1200 | loss: 159.032
iter:1300 | loss: 184.975
iter:1400 | loss: 272.820
iter:1500 | loss: 193.164
iter:1600 | loss: 234.782
iter:1700 | loss: 255.095
iter:1800 | loss: 139.076
iter:1900 | loss: 108.292
iter:2000 | loss: 152.906
iter:2100 | loss: 171.185
iter:2200 | loss: 201.103
iter:2300 | loss: 193.655
iter:2400 | loss: 173.071
iter:2500 | loss: 196.810
iter:2600 | loss: 145.990
iter:2700 | loss: 216.102
iter:2800 | loss: 191.446
iter:2900 | loss: 244.874
iter:3000 | loss: 170.316
iter:3100 | loss: 228.616
iter:3200 | loss: 153.996
iter:3300 | loss: 235.132
iter:3400 | loss: 166.407
iter:3500 | loss: 196.735
iter:3600 | loss: 158.692
iter:3700 | loss: 131.026
iter:3800 | loss: 121.465
iter:3900 | loss: 126.200
| end of epoch   2 | time: 855.09s | train_loss 178.6162 | valid rse 0.0574 | valid rae 0.0408 | valid corr  0.9281
iter:  0 | loss: 154.290
iter:100 | loss: 134.599
iter:200 | loss: 129.508
iter:300 | loss: 109.912
iter:400 | loss: 145.520
iter:500 | loss: 191.517
iter:600 | loss: 143.099
iter:700 | loss: 258.624
iter:800 | loss: 152.983
iter:900 | loss: 165.648
iter:1000 | loss: 154.682
iter:1100 | loss: 184.302
iter:1200 | loss: 132.140
iter:1300 | loss: 235.266
iter:1400 | loss: 131.029
iter:1500 | loss: 118.381
iter:1600 | loss: 165.662
iter:1700 | loss: 161.512
iter:1800 | loss: 180.133
iter:1900 | loss: 279.414
iter:2000 | loss: 131.449
iter:2100 | loss: 126.115
iter:2200 | loss: 133.317
iter:2300 | loss: 95.301
iter:2400 | loss: 144.412
iter:2500 | loss: 179.932
iter:2600 | loss: 136.269
iter:2700 | loss: 194.736
iter:2800 | loss: 227.081
iter:2900 | loss: 132.424
iter:3000 | loss: 152.241
iter:3100 | loss: 167.886
iter:3200 | loss: 162.749
iter:3300 | loss: 168.339
iter:3400 | loss: 112.273
iter:3500 | loss: 207.193
iter:3600 | loss: 158.063
iter:3700 | loss: 160.721
iter:3800 | loss: 306.395
iter:3900 | loss: 162.735
| end of epoch   3 | time: 856.11s | train_loss 169.1093 | valid rse 0.0586 | valid rae 0.0417 | valid corr  0.9300
iter:  0 | loss: 187.758
iter:100 | loss: 168.059
iter:200 | loss: 175.144
iter:300 | loss: 179.839
iter:400 | loss: 187.383
iter:500 | loss: 146.596
iter:600 | loss: 228.619
iter:700 | loss: 238.411
iter:800 | loss: 162.816
iter:900 | loss: 158.638
iter:1000 | loss: 161.271
iter:1100 | loss: 110.197
iter:1200 | loss: 221.057
iter:1300 | loss: 182.511
iter:1400 | loss: 152.755
iter:1500 | loss: 118.929
iter:1600 | loss: 115.962
iter:1700 | loss: 277.931
iter:1800 | loss: 117.049
iter:1900 | loss: 104.388
iter:2000 | loss: 178.629
iter:2100 | loss: 116.839
iter:2200 | loss: 130.258
iter:2300 | loss: 159.077
iter:2400 | loss: 120.985
iter:2500 | loss: 120.714
iter:2600 | loss: 129.640
iter:2700 | loss: 179.681
iter:2800 | loss: 194.187
iter:2900 | loss: 89.899
iter:3000 | loss: 173.315
iter:3100 | loss: 181.469
iter:3200 | loss: 151.002
iter:3300 | loss: 192.459
iter:3400 | loss: 134.942
iter:3500 | loss: 185.815
iter:3600 | loss: 106.271
iter:3700 | loss: 133.842
iter:3800 | loss: 121.811
iter:3900 | loss: 143.806
| end of epoch   4 | time: 856.59s | train_loss 165.0569 | valid rse 0.0544 | valid rae 0.0387 | valid corr  0.9316
iter:  0 | loss: 187.900
iter:100 | loss: 259.430
iter:200 | loss: 297.874
iter:300 | loss: 249.719
iter:400 | loss: 131.766
iter:500 | loss: 153.003
iter:600 | loss: 174.018
iter:700 | loss: 139.121
iter:800 | loss: 188.763
iter:900 | loss: 117.824
iter:1000 | loss: 200.765
iter:1100 | loss: 176.033
iter:1200 | loss: 128.973
iter:1300 | loss: 191.634
iter:1400 | loss: 139.560
iter:1500 | loss: 184.666
iter:1600 | loss: 225.784
